Time,LT,Pump_1 [L/m],Pump_2 [L/m],Voltage [V],Current [A],Input_current [A],E_h2_production [mL/0.1s],Power,Pref
09:07.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:07.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:07.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:07.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:07.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:07.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:07.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:07.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:07.8,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
09:07.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:08.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:08.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:08.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:08.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:08.4,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:08.5,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:08.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:08.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:08.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:08.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:09.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:09.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:09.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:09.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:09.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:09.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:09.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:09.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:09.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:09.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:10.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:11.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:11.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:11.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:11.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:11.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:11.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:11.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:11.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:11.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:11.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:12.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:12.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:12.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:12.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:12.4,0,0,1.7,11.5,26.1,25.4,0.85,300.15,292.1
09:12.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:12.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:12.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:12.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:12.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:13.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:13.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:13.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:13.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:13.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:13.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:13.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:13.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:13.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:13.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:14.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:14.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:14.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:14.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:14.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:14.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:14.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:14.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:14.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:14.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:15.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:15.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:15.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:15.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:15.4,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:15.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:15.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:15.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:15.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:15.9,0,0,1.7,11.5,26.1,25.4,0.85,300.15,292.1
09:16.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:16.1,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:16.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:16.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:16.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:16.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:16.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:16.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:16.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:16.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:17.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:17.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:17.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:17.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:17.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:17.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:17.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:17.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:17.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:17.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:18.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:18.1,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:18.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:18.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:18.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:18.5,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:18.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:18.7,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:18.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:18.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:19.0,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:19.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:19.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:19.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:19.4,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:19.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:19.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:19.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:19.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:19.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:20.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:20.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:20.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:20.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:20.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:20.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:20.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:20.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:20.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
